Node1,Node2
O43451,P06280
O95863,P12830
P20674,Q7KZN9
Q96B01,Q9BPX3
P15880,Q9NQZ2
O00541,Q9NZM5
P19387,Q9BYW2
P11021,P61619
O15541,Q92917
P45973,P62805
Q9BZJ0,Q9NW64
P05113,Q13651
A0A1W2PQS6,Q9HB96
Q00LT1,Q9UMX6
O75694,Q8NFH3
P00492,Q9Y2T3
Q9UJX3,Q9UJX4
Q86VF5,Q99685
P54198,P84243
Q13424,Q8IWT1
O75379,Q16623
Q15648,Q9NPJ6
P40337,P62877
Q14653,Q92793
P20618,P43686
P12882,P13533
O43707,P78356
Q16774,Q7LG56
P08579,Q8NAV1
O95298,O95299
O43555,P28482
P04004,P17936
P16219,Q92947
O15496,Q9BZM1
Q15428,Q9BRD0
Q14674,Q8N3U4
O00463,P98170
O95167,O95168
P04233,P15880
P84243,Q08945
O75581,Q9UBV4
O14791,P02647
Q96PE3,Q9Y217
O00463,Q13546
P62491,Q9UBF8
P13498,P28482
P62277,P84098
O00401,Q9Y5X1
P62701,Q9Y5J1
P62316,Q9BRD0
P00747,Q9HBL7
P41273,Q07011
Q07955,Q9Y294
P07900,Q16543
P63279,Q9UBT2
Q13601,Q8NI36
Q6PID8,Q92624
P62277,P82673
P82664,Q8TCC3
P62910,Q02543
P36959,Q13956
Q7Z4H7,Q9H6D7
P20226,Q9Y2X0
P62070,Q07889
P01275,P10997
P13639,Q05639
Q9BV10,Q9Y673
O75683,Q9BQ67
P04233,P26373
P63208,Q8TCJ0
O75396,P51809
Q14032,Q99259
P62244,Q96G21
P09661,Q9BUQ8
Q96G21,Q9Y221
O60603,P01574
P28289,P68133
Q9H269,Q9P253
P16885,P19174
P02753,P02766
P04275,P07204
Q86YC2,Q9BXW9
P60468,P62269
O60603,Q9Y6Y9
O14775,O76081
O15553,O43586
O15105,Q15796
P14921,Q92793
O94805,Q12824
P01222,P41587
P01116,Q9NZN5
P09661,Q96DI7
P51003,Q05048
P27694,Q14566
Q8IWZ6,Q9BXC9
P56524,Q96EB6
Q15398,Q53HL2
P07196,Q9NSK0
O00592,O14745
P62745,Q99819
Q16880,Q9NY59
P01730,Q99836
P29323,Q15768
P78316,Q9UHA3
P98177,Q16539
Q07955,Q13435
A5LHX3,P20618
Q13263,Q96SR6
P12956,Q9UKL0
P12830,P24385
P00390,P10599
Q12772,Q16850
Q13509,Q7L8A9
O00330,Q15120
P82912,P82930
O95863,P08670
O14653,O75379
P51570,Q14376
O60894,O60895
P47914,P62917
P42766,Q9Y399
Q99816,Q9NZZ3
P01588,P09919
P62280,Q9P0M9
P83876,Q8WVK2
P08476,P36896
P06576,P36542
P59768,Q99835
P02649,P02743
Q9NRX2,Q9Y2R9
P62277,Q9HA92
O00459,Q8WYR1
Q15459,Q8WYA6
O15145,P61160
O94906,P08579
Q96G21,Q9UKD2
P02763,P10909
P28749,Q15796
P10721,Q9Y240
P62070,Q12967
Q9BV20,Q9BV57
P63104,Q16613
Q30KQ6,Q96PH6
P17568,Q9UDW1
Q05048,Q96MU7
Q9BQ48,Q9P0M9
Q10588,Q9Y6E7
P04839,P28482
P25398,P46782
P49336,Q9H204
Q15363,Q7Z7H5
P30405,P38646
O43169,Q13427
E9PD41,P01730
O94805,Q92925
P14854,P31930
P16410,P18627
O15498,Q5SQN1
P18850,P19525
Q9H0L4,Q9UKF6
O00287,P22670
P19224,P49888
P25787,Q9UL46
P48643,Q9NPJ1
P02649,Q13790
P62266,P82663
O14735,Q9Y2H2
O94906,Q8NAV1
Q07955,Q6NXT2
Q5T8A7,Q9P0M9
Q8TEL6,Q9BW61
Q01130,Q07955
O75436,Q92673
O60306,Q15428
P62877,Q6R327
P19224,P51857
P25963,Q8NEV1
P78423,P78556
P60520,Q14457
P48729,P49840
P32926,Q92817
P0CG47,P19474
O14497,P43246
P51398,Q96EY7
O94777,Q14442
O75581,P56705
O43708,P28161
Q16695,Q8NEZ4
P63208,Q9UKT5
Q03701,Q9GZR7
O75594,Q9NP99
Q71DI3,Q9UKL0
Q9NYH9,Q9UNQ2
P62877,Q15843
O60921,Q9UIF7
Q14691,Q9BRT9
P25789,P54578
P04155,P55317
O75251,Q9P032
Q15836,Q9H115
O60229,P78352
P43686,P62191
P09012,Q9BQ61
O00566,Q8IWA0
P09234,Q7RTV0
P10914,Q9UNE7
Q9BWG6,Q9Y3B4
Q7Z2W9,Q9BQ48
Q14012,Q96GE6
Q8NEB9,Q9Y4P8
P02671,P08514
Q8NEB9,Q9NT62
O75351,Q9Y3E7
Q13838,Q14498
P52435,Q9H6T3
P02649,P10636
Q96G21,Q9Y2X3
O60508,Q9Y3B4
P82673,Q9BYN8
P56703,Q8N474
P84098,Q9NZM5
O00746,Q9NRF8
O15528,P19793
P18077,P62917
P22004,P27037
Q96KS0,Q9H6Z9
P13232,P14210
Q92535,Q9Y2B2
P62899,Q9HB96
P42285,Q9UKD2
P07992,Q16531
O75694,Q12769
Q5T200,Q6P2C8
O43315,Q14410
P02649,P11597
P63220,Q02543
Q92922,Q969G3
P62993,Q13094
O00445,Q16623
P02647,P05090
P15289,Q8NBK3
P10911,Q9NYT0
O00161,O15498
O15160,P82933
P62491,Q6IQ26
O75208,Q5T2R2
Q01860,Q06416
P52815,P82933
O00232,P62191
P10276,Q14686
P00734,P02647
P63208,Q9UK99
Q9NSK0,Q9UQF2
P29992,P50148
P42766,Q9BYD6
Q96HR3,Q9H668
P62318,Q15459
O15151,P48729
O00204,P05177
P82933,Q96DV4
Q92583,Q9NRJ3
P11926,P52788
P11233,Q2PPJ7
P11217,P27482
P62987,Q70CQ3
B4E1Z4,P27918
P82673,Q6NVY1
Q14691,Q9BVW5
O15371,P62847
Q92974,Q96KP1
Q15102,Q8WUD6
P00403,P10606
P63208,Q8TBC4
Q14692,Q9UNQ2
O43586,Q99952
Q9H0A0,Q9NRX1
O14777,Q03188
P29322,Q15768
Q96A35,Q96EL3
P08138,P42336
Q06187,Q8WV28
Q8NHV4,Q96RT7
Q15545,Q6SJ96
O75355,P31939
P10606,Q96KJ9
P05198,Q9BQI3
P27105,Q16515
O75208,Q86YH6
Q96RP9,Q9BYC8
P62917,Q9P0J6
P08865,P42766
P56282,Q9Y248
Q3SYC2,Q86VF5
O60921,Q13315
P62877,Q92624
Q02410,Q16623
Q71U36,Q7L8A9
P10415,P30279
P06132,P50336
Q92583,Q9Y258
P08579,Q8TAD8
P15923,P25791
Q5T653,Q9Y676
P59780,Q9UPM8
P04233,P32969
P68400,Q9H6R4
P15121,P17752
O14641,Q9GZV5
P42285,Q9Y2X3
Q6NVY1,Q9P015
P02788,P22079
Q9NYK5,Q9P015
Q13601,Q5TAP6
P26006,Q16363
O75251,Q9UDW1
P02647,P35542
Q9H0E9,Q9H9F9
P0DP23,P11217
P21580,Q12933
P02656,Q6Q788
Q96PE3,Q9Y216
Q01780,Q9UNQ2
O00566,Q9BRS2
A0A0A6YYJ8,P09661
P02741,P18510
Q92521,Q92685
P04439,P06340
P78381,Q9NPZ5
P61970,Q9H4D5
P62072,Q9BSF4
P56706,Q9ULW2
Q96EY7,Q9NP92
P16435,Q16850
P41252,P49588
O75251,O96000
P45973,Q16695
O00206,P07585
Q02543,Q9GZV4
O00506,Q9Y376
P04233,P62899
Q96BP2,Q96EY7
O60566,Q15645
Q9NXE4,Q9NY59
P62318,Q9BUQ8
Q13608,Q9Y5Y5
P61247,Q9NYH9
P13349,P23409
P14416,P31645
Q9HCG8,Q9Y3B4
P78352,Q9P244
O15105,Q9Y4E8
P49771,P62917
Q15750,Q16539
P02748,P04004
P53778,Q9UDY8
Q14181,Q9NRG0
P20719,P31267
Q92620,Q9UMS4
P52848,Q6IMI6
Q9ULT6,Q9ULW2
A0A0A6YYJ8,P09234
Q9H7B2,Q9NQZ2
P43116,P63096
P63146,Q9UNE7
Q86V25,Q9BVA1
Q92985,Q96C10
P62318,Q96DI7
Q6PI25,Q9BXI3
Q06278,Q9HAY6
Q8IXW5,Q9H6T3
P20132,Q96GA7
Q9UJX4,Q9UM13
P24385,Q14209
P36954,Q15560
O60739,O75822
P02647,P27169
O43674,P22695
P07814,P56192
P11712,Q99735
P08247,P35900
Q96HE7,Q9BS26
Q6N069,Q9GZZ1
P62081,P62917
P19838,Q9Y2T4
Q13895,Q9UNX4
P19838,P67775
P02452,Q15063
O75916,Q6ZS82
P25398,Q9UNX3
Q9UI95,Q9Y253
O95997,P14635
P01730,P42226
O15371,Q9Y262
P12036,P41219
P57772,P62891
P52701,Q92889
O15371,P62269
O43396,P55036
O75390,P51553
P82673,Q9Y3D5
P37231,Q96EB6
Q9NVP1,Q9NW13
P56381,Q9UII2
P00751,P27918
Q7LG56,Q96RR1
P22607,Q9HCT0
P06127,P32248
Q9H668,Q9ULK4
Q08999,Q6MZP7
P08048,Q9BQ87
Q92547,Q96DY7
P39880,Q8TBA6
P42771,P46527
O75581,P41221
P05231,P13500
P26439,P56937
Q96AX1,Q9P253
O95400,Q56P03
O43818,Q9NYH9
P20333,Q5VWQ8
P00451,P00740
O00258,O43765
Q13895,Q71UM5
Q13155,Q15046
O00233,P48556
Q96DZ1,Q9UKV5
P05129,P28482
P32969,P84098
Q14562,Q99633
Q9H204,Q9UHV7
A5LHX3,P25789
P61326,Q9Y3X0
P22362,P51685
Q96A35,Q9H9J2
O95299,Q02221
P05198,P32969
O95786,Q8IUC6
P56937,Q9UKR5
O95237,Q16518
O00429,Q13546
Q92830,Q969S8
P22528,P22735
Q92611,Q96DZ1
P46781,Q9HA92
Q6IE81,Q9UNL4
P16234,Q92529
P15884,Q01860
O75330,Q96B01
Q15061,Q9UNQ2
Q5BN46,Q8NEH6
P04637,P20226
P21589,Q9BZQ4
P05121,P30556
P82663,Q9NRX2
O95926,Q9UNP9
P09629,P20719
P05231,Q9NPF7
P41181,Q8IXF9
P01730,P22301
P05164,P17213
Q13686,Q6NS38
Q03188,Q9NSP4
O00401,O15145
O75414,Q5EBM0
O43482,P20248
P68871,P69905
O43688,O60906
P17568,P19404
P48729,Q9H4H8
P07225,P08493
Q96RP9,Q9Y2R9
Q8IXK0,Q92769
P07900,P13569
Q01718,Q96G30
P01033,P45452
P49902,Q9BQG2
O75616,Q9Y291
Q8TCB0,Q96DX8
P28062,P48556
Q8WTW4,Q9HB90
Q8N3U4,Q8NDV3
Q7Z2E3,Q7Z333
O75190,P54652
Q9Y366,Q9Y547
P54725,Q92466
O15145,Q92558
P09622,P36542
Q12933,Q14192
Q12851,Q12933
P53778,Q13202
P01730,P05112
P33260,Q9NR63
O14802,P36954
P22087,Q14978
P36954,Q5VWG9
Q9GZZ1,Q9H7X0
Q9GZL7,Q9NYH9
Q15428,Q8NAV1
O00411,Q06547
P48556,Q9Y5K5
P25789,P62979
Q68CJ9,Q9UBK2
P05976,P12882
O14793,P19883
Q13686,Q86U44
Q92466,Q969U6
Q9NSE4,Q9UGM6
Q9BW83,Q9Y547
P17861,Q6SJ96
Q15397,Q9GZL7
P33991,Q7Z2Z1
Q99959,Q9BTV4
P49427,P63208
P49407,Q969F8
O43353,Q9Y239
O75330,Q9BPX3
Q9H1K0,Q9H223
P17844,Q9H9S0
Q15382,Q96B36
P14920,Q9P0Z9
Q15029,Q9UMS4
O95838,P59768
Q9BX95,Q9HCG7
O00311,P33992
P33992,Q99741
P01579,Q15116
P20674,Q00325
P62805,Q8N5Y2
P08579,Q8IYB3
Q14137,Q9Y221
O00541,Q9NQ55
P82909,P82933
O43674,P49821
Q16778,Q96EB6
O43555,P31749
O95243,Q53HV7
P36405,Q15814
Q6Y1H2,Q9NZ01
Q9H7B2,Q9NW13
P11245,P22760
P17947,Q13422
P08579,P62314
P01100,P53778
P22794,P34910
O00459,P15260
Q15286,Q8TEH3
P00505,Q8TD30
P28838,Q9UHE5
P02788,P08246
Q01094,Q9UKV8
P60228,P61247
O60243,O94923
O75694,Q99567
O75354,Q7LG56
P13498,P31749
Q99250,Q9Y3Q4
B8ZZ87,Q9UGJ1
P60520,Q8TC07
O14775,P63215
P07602,P54803
P68402,Q7L5N7
P32321,Q5EBM0
O43914,P17947
P02647,P45844
P11712,P18054
O75865,Q9Y5R8
O00264,Q8NC51
O14965,Q6PGQ7
Q9NY93,Q9UKD2
P51798,Q86WC4
P51575,Q99572
P46527,Q13619
P28482,Q02930
P16520,P61952
P62487,P63272
O15504,P35658
P00441,P35637
P11161,Q09472
Q7RTV0,Q9Y333
O75616,P82673
P62851,Q02543
O60508,Q14562
Q15459,Q99459
P60709,Q92922
P51809,P56962
Q09428,Q8TD43
P01024,Q9Y279
O43504,Q4ADV7
O15264,P53778
P26012,P53708
P05164,Q01196
O95170,Q12887
P49756,Q8IWZ8
P11487,P35916
P60059,P62917
P07585,P55001
P16219,P49189
O15496,Q9NZ20
Q96H20,Q9BRG1
P05181,Q9NPZ5
P06756,P26012
P26718,Q9BZM6
Q8IZV2,Q9NX76
Q86YC2,Q9Y6M9
O60481,Q01860
O00161,P46459
O95936,P49863
O00566,P62266
P11940,P35637
P26640,Q9NW08
P82912,Q99798
Q96FT9,Q9P2L0
O94888,Q13829
O75478,Q9UPT9
Q16623,Q5T5C0
O00541,P84098
P84098,Q8TD47
P34932,P50502
P25398,P62851
P62805,Q93079
P12268,Q8TCD5
Q15554,Q8IY92
Q92785,Q9NZM4
Q6P1A2,Q8IV08
Q15061,Q9H8H0
P09038,P16234
P60228,Q5T764
Q9HB96,Q9P0J6
P63272,Q9Y2F5
Q92879,Q9UKM9
Q96EY7,Q9H7H0
P46527,Q9Y4X5
Q6P1X5,Q92759
P10720,P49682
P36954,Q9H3P2
Q16719,Q6YP21
P61513,P62917
O14949,P10606
Q02543,Q07020
P36969,Q12849
O75431,Q5XKP0
O00220,Q13546
Q96H79,Q9NR21
Q9H9F9,Q9NXR8
Q96NB3,Q9NW64
P05113,Q969D9
Q659A1,Q9HB65
P28070,Q9UL46
O43353,Q9Y4K3
O15498,Q9NZ43
P03897,Q86YC2
Q16878,Q6ZQY3
P49790,Q8TEM1
P0DPB6,Q9Y221
O00566,Q9NQZ2
Q9NZ32,Q9UJW0
P32245,Q96G30
P04233,P07711
Q14674,Q5FWF5
Q96JB2,Q9UP83
P10914,Q99836
Q13838,Q96FV9
P09496,Q9NR82
A6NFB4,P09919
P25788,P48556
Q13895,Q9H6R4
Q14258,Q96C10
P60468,P63244
P00750,P02751
P62805,Q96BT3
P55010,P63244
P14635,Q13635
O60493,Q92609
Q00597,Q86YC2
O75616,Q9Y676
P19174,Q13094
Q9BQ67,Q9H9Y6
P24390,Q9HCN8
P57772,P62913
P05161,Q15646
P78316,Q13601
P04233,P05538
Q96L21,Q9NZM5
O15372,P55010
O60783,Q9Y2R9
P63000,Q9NPB6
Q9BW62,Q9H079
P28340,Q8WVB6
Q8NI27,Q9UMS4
Q9HA82,Q9NXE4
O00585,P10145
O94817,P60520
Q9Y3A4,Q9Y5J1
P09012,Q96DI7
P52564,Q13546
Q08999,Q52LA3
Q07020,Q9NZM5
Q6I9Y2,Q96FV9
P02743,P05067
Q9C0K7,Q9Y376
O14965,P53350
P06239,Q9NWQ8
P48556,Q9BRP4
P01024,P02647
P36543,Q8N8Y2
Q8N668,Q92830
O60231,Q9Y3B4
P63010,Q9Y587
O75431,Q16891
Q6PJP8,Q9UKF6
Q9BYG3,Q9NZM5
P19087,P35913
P32969,P60468
Q00722,Q14642
P18074,P51948
P30154,P62714
P29374,P62805
Q02543,Q99848
Q13148,Q9NUM4
P14780,P21815
P56192,Q9P2J5
P35579,Q14651
P29466,Q9ULZ3
P09067,P31268
P25398,P62857
P07686,P15586
P41567,Q7Z478
Q9H0A0,Q9Y324
P78362,Q14498
P28482,Q9UKL4
P11172,Q14117
P62910,Q9Y221
P11802,P38936
P07492,P08949
P25791,P55196
Q9BT30,Q9NXW9
O14983,P35398
O15155,O15400
O15360,Q9BX63
P13693,P62917
P53350,Q66GS9
Q6GPH4,Q9Y6K5
O94973,Q9UPM8
O43776,P56192
P29083,Q9Y3C7
Q14690,Q9H501
A6NJ78,P82930
O60921,P39748
P28482,Q15759
P02751,Q92626
P82673,P82675
P29083,P50613
P36941,Q99558
Q9BQG2,Q9Y6E7
P33991,Q99741
O75190,Q9UNE7
P19224,Q9NPZ5
P82930,Q9H9J2
O14793,Q9NS15
P62491,Q9Y4I1
Q14534,Q16850
Q9BYC9,Q9P0M9
P47914,Q9NZM5
P11831,P15172
P04844,P61803
Q4L235,Q6PCB7
O14965,O75330
Q6PGN9,Q99523
P28324,Q16539
O76024,Q99941
Q99707,Q9H2M3
P16234,P19174
Q14674,Q53HL2
Q01581,Q16850
O75431,Q5TGZ0
O60563,P32780
P19387,Q15528
O15553,Q9Y2G2
Q8NHY2,Q8TEL6
Q93074,Q9UKL0
O14745,P22694
P25787,Q14997
P09919,P40225
P14635,Q9UJX3
Q676U5,Q9BXS4
O60508,Q9NW64
Q8NCD3,Q9BPX3
Q15650,Q9BTT4
P49257,Q15436
P52732,P53350
P06756,P17301
Q96BP3,Q9NW64
Q13405,Q4U2R6
P25054,Q5H9I0
P05106,P18206
P14060,P37059
P26368,Q15459
P27695,Q71DI3
O75934,Q9Y3B4
Q8TED0,Q9NQZ2
P84243,Q15910
Q6YP21,Q86VQ6
P43358,P43363
P13232,Q13651
P60900,Q9Y244
O43633,Q9NZZ3
O75251,P17568
Q9C035,Q9H0C5
P16401,Q02539
O00566,Q9NW13
O75807,P08574
P01133,Q99075
O75122,Q8N2M8
Q06136,Q9HA82
P19387,Q13619
P51587,Q9BWT6
P15336,P17535
Q08426,Q96RQ3
P14784,P31785
P42356,Q86TV6
P30876,Q6UXA7
P27037,Q8NER5
P49756,P62316
P10244,Q08050
P19387,P60866
Q9BZE4,Q9NY93
P37173,Q15796
Q9NP79,Q9NZZ3
Q9BVA1,Q9UPY8
O60882,Q9NRM1
O43504,P42345
P09601,Q14145
Q13315,Q92547
P25490,Q9H0E9
Q9GZL7,Q9UJA5
Q02543,Q6W5P4
P0CG48,P54578
P19387,P62750
P31260,P31270
O95822,P49327
P20132,P54687
Q4U2R6,Q9NZE8
P02749,P55056
Q13323,Q96LC9
P17844,Q9UQ35
Q6IA17,Q9Y616
P19438,Q92851
O00459,P10721
P19387,P35269
P01266,P07307
P60468,Q02543
Q12769,Q9NRG9
P46783,P84098
P54136,Q9Y2Z4
P61619,P62273
P46777,P61619
O75529,P21675
Q3B726,Q9NYV6
Q9UK22,Q9UNE7
O15155,Q99747
P22681,Q13094
P51665,Q15008
P09012,P41223
O75822,Q7L2H7
Q03701,Q15397
P25788,Q53H80
Q99523,Q9UJY5
P35548,Q13950
P19387,Q9NV31
Q9BW85,Q9UMS4
Q96HA1,Q9BW27
P15121,Q9UQ10
P24385,P60484
O75379,Q9UNK0
P18077,Q9NZM5
P62805,Q01860
P35475,Q12891
P24863,Q9NPJ6
P55344,Q9Y5K8
P52815,Q9BYC8
P22626,Q14498
O43776,Q15046
O00762,O14777
O60563,P18615
P14635,P46527
P10145,P32248
P25685,P54652
Q99798,Q9BQ48
P28715,Q9UKL0
Q14691,Q9HAW4
O43186,Q9NZN9
O60563,Q13888
O43504,Q9HB90
P14416,Q15172
P08842,P42330
Q9UQL6,Q9Y618
P03372,Q02790
P33240,Q92797
Q12864,Q16625
Q9BUN8,Q9Y385
P21579,Q7L1I2
P09661,Q13123
O14965,Q14008
P13498,Q969G6
O15047,P61964
P62136,Q15435
O43251,P09234
P04818,P31939
Q9BYC8,Q9HA92
P04899,Q9HAV0
P61081,Q8TBC4
Q07955,Q16630
P82933,Q96E11
Q13438,Q96DZ1
P01375,Q12933
O00231,P51665
P01024,P08603
Q9BYC8,Q9Y676
P43246,Q9H4L7
Q03701,Q9NVU7
O15047,Q03164
Q9H668,Q9NPJ6
P02452,P04275
Q96EH3,Q9BYC8
O43933,Q8IYB4
Q13601,Q99848
P05198,P62861
P62318,P84090
P06746,Q9UGN5
Q13895,Q969X6
P25789,Q969U7
P42766,P83731
P19087,P63215
P04629,P14210
P54707,Q15181
P05198,P49770
P06737,Q96GE6
P46783,Q9HA92
Q96DP5,Q99707
Q7RTN6,Q9Y376
P10606,Q9Y6M9
P08581,P12830
Q13393,Q7L5N7
Q6NXT2,Q9Y5B9
O15270,P02763
Q13895,Q96EU6
Q02643,Q92847
Q08999,Q15329
P43351,Q9H668
Q13459,Q9Y6D6
Q15573,Q9NYV6
Q8TCD5,Q9H773
O00472,Q96CJ1
O15264,O75676
P39656,P60468
Q00973,Q9NY28
Q92784,Q92922
O14503,P20393
P19087,Q9NQW8
P43686,Q15008
Q15631,Q9UKV8
P62877,Q13618
O00459,Q9Y2I7
P15173,Q14814
O60906,Q9HA82
P62805,Q6FI13
P04156,P11047
O14949,P56381
Q02223,Q96RJ3
P08579,P62308
Q6RFH5,Q9NY93
P58004,Q6PJI9
P04629,P19174
O14965,Q16695
O75439,Q02221
P19174,Q9Y2I7
O15541,O95777
O60231,Q9UK45
Q5VXH4,Q92624
P55809,Q86V21
Q96Q45,Q9H6L2
P08865,P61619
P84243,Q92833
O14777,Q9BVA1
O60341,Q92922
P12004,P43246
P12931,Q92793
P62913,Q9BQ67
P18206,Q9Y2I7
Q9BRJ2,Q9P015
P42677,Q9NYH9
P12270,Q8WUM0
P30305,Q00535
P25685,Q9NZL4
P56962,Q13190
P05412,P18146
P06865,P07686
P05231,P18428
P10109,Q9Y697
O00268,Q8WWY3
Q00722,Q13976
P22090,P41091
Q8WXE1,Q99741
P57772,Q9HD40
O15504,Q92621
P42345,Q9Y4R8
P21854,Q92854
O60603,P08238
O00571,P17844
Q14498,Q8IWZ8
P28289,P35611
P16219,Q9NTX5
O15119,P28482
P09661,P62306
P21589,P33316
O75582,P53778
P51570,Q14626
P20823,P55317
Q13829,Q9UH77
P45973,Q14191
Q9BPU9,Q9P0N5
P51671,Q9Y4X3
O43819,Q7KZN9
Q92519,Q9H4K1
P51911,Q8TD86
P41223,Q07955
P10144,Q6PEY2
Q6ZW49,Q8NEZ4
P20309,P41594
Q92889,Q9UKL0
O43818,P62280
Q92673,Q9UJY5
Q14137,Q9UHA3
Q8NEZ2,Q99816
P78316,Q9H501
P62072,Q9NS69
P10144,Q16617
O95718,Q9UJQ4
Q659A1,Q8N7H5
P25942,P32971
P12644,Q6ZVN8
P62857,Q13601
P52815,Q9Y2R9
P08579,Q09161
Q00403,Q6SJ96
P17252,P62714
P04792,P34932
P05198,P62701
P36578,Q13601
P16520,Q00722
P49448,Q16822
O75197,P56703
P62314,Q9H6L4
P18583,Q14498
Q9UHA3,Q9UNX3
Q96G25,Q9Y3C7
P63208,Q9UBF6
P29597,Q99665
P35557,P51854
P49590,Q5JTZ9
P08579,Q9Y388
Q9HCU5,Q9NR31
P51809,Q16623
P08476,Q13705
P43686,P51665
P51589,Q08477
O95926,Q9BZJ0
Q13443,Q9UI95
Q96N66,Q9BZW4
O60306,O75643
P35244,Q9BVW5
P09012,Q92620
P27037,P55107
P46778,Q9NZL4
Q9BQ67,Q9NY93
Q9NV96,Q9Y2Q0
Q8N130,Q9GZV9
P01024,P21730
P24864,Q13616
Q07820,Q13323
O00148,Q9Y3Y2
O43913,P33992
P11802,P15172
P42766,P63220
P19387,Q14999
P63208,Q9NXK8
O95777,Q9Y2W2
O00161,Q5T5C0
Q7Z434,Q92844
P35250,Q92547
P07686,Q8N5D6
P08579,Q9Y3B4
Q02543,Q9UNX3
O75161,Q9UPM9
Q13153,Q15052
O76096,Q16617
Q9Y2W2,Q9Y4Z0
Q9H9S0,Q9UJQ4
O43818,O76021
P04792,Q04637
Q96HP4,Q9Y6W3
P42766,Q5T2D3
O00232,P51665
P03901,Q9Y375
O43818,Q68CQ4
P62805,Q9NWA0
P05556,P18206
P82933,Q9Y3D3
P84243,Q92993
Q9H8H0,Q9Y2X3
O00541,P22087
P47985,Q7KZN9
P10144,P55957
P20248,P33992
O43318,Q15750
Q9UII4,Q9UMW8
P20290,P25398
Q15843,Q9UNS2
P12830,Q00987
P01583,P19838
P15018,Q99650
Q2M389,Q9Y3C0
Q9BVW5,Q9Y248
Q9NQ55,Q9Y221
P11229,P29992
P31930,P49411
O75581,P56703
P02008,Q15796
P46782,Q13601
P62917,Q96L21
P60468,P62263
O15155,O75379
P01732,P49863
Q71DI3,Q99986
P05198,P22090
Q14714,Q96LD1
O94988,P48200
O00746,Q5TCS8
O15111,P19438
O00161,O95219
P25024,Q92583
P62316,Q9BQA1
Q92830,Q9Y230
Q86YN6,Q9NPJ6
Q02241,Q99661
O15371,P63220
P10916,P13805
P01730,P16410
O00241,O43914
Q15370,Q96L50
Q15796,Q9NRR4
P01024,P09871
P14678,P62318
P62805,Q9Y4A5
O60229,Q9UIK4
P10147,P32248
P42766,P60059
Q02241,Q8NEM2
Q9HAV0,Q9P2W3
P49792,P57740
O14777,Q8WVK7
P25788,Q9NRR5
Q9UNQ0,Q9Y6L6
P19525,Q9UL40
Q9BUI4,Q9NW08
P17752,P28222
Q9HD33,Q9Y676
Q6ZRS2,Q71UI9
Q9H6R0,Q9ULZ3
P01730,P06340
Q8NAV1,Q9HCG8
P62714,Q15173
P30050,Q9P0M9
O14746,Q9UHC7
Q9BT17,Q9UI43
Q99259,Q9P2U7
Q13895,Q2NL82
P19387,Q6P9B9
P25787,P28074
P25398,Q9Y3U8
P54803,Q9BX95
P25490,Q6PI98
Q15650,Q8N3C0
P23396,Q9HB96
Q14676,Q92547
O43482,Q96B01
Q99665,Q9NPF7
P82664,Q9GZV4
O14910,Q9NZW5
P82673,Q6P161
O15212,Q9NUG6
O14625,P78423
P60568,Q8N6P7
P22736,P53539
P20339,Q8WYP3
Q8N4H5,Q9NS69
P41221,Q9NPG1
Q8TEV9,Q92844
Q2VPB7,Q9Y587
P00740,P04275
P29992,P30556
Q13895,Q9NY61
P49753,Q8N1Q8
Q13724,Q9NYU2
O75379,Q8N1B4
P08047,Q15796
P42285,P62861
P63098,Q76I76
Q13247,Q86V81
Q9BWT6,Q9UQ84
Q9BRA0,Q9GZZ1
O00463,Q9NP84
P25963,Q9UHD2
Q5EB52,Q86TG7
P08708,P42766
O95352,Q8NEB9
Q13162,Q9BS26
Q8IXM3,Q9BQ48
P01008,P04196
P82673,Q9Y6G3
P13498,P14598
O43707,Q9Y5K6
P01579,P28065
Q8N6G5,Q9P2E5
P52597,Q13148
Q4G0N4,Q9BQG2
O00585,P61073
P35408,P43116
P82930,Q9BYC9
P04818,Q9NV35
P15313,P25705
O43663,Q02241
O43678,P31930
P56556,Q9Y375
P36954,Q96JC9
P20248,P52732
P62304,Q8WVK2
P46527,Q66K64
P20226,Q9BTT4
P13236,Q9Y4X3
O75436,Q13596
P49756,Q9UQ35
Q13263,Q96GC6
O60566,Q15172
Q13651,Q8IZI9
P09661,Q9H0R3
Q8N4Q1,Q9Y5L4
P61619,Q969V3
P42766,Q6NTE8
Q16795,Q9Y375
O75529,Q96BN2
P20648,P51164
O43752,Q12846
P12830,Q75N03
P36954,Q9Y3C7
P02730,Q12955
P0DP08,P19235
Q9BTD8,Q9UK45
Q7RTV0,Q9BZL1
P17081,Q15642
P36954,P50613
Q9GZL7,Q9GZR7
P24385,Q08999
P10916,Q96A32
Q13522,Q14738
P08253,P51790
O43889,Q92793
P46527,Q8TEL6
O75616,Q96EY7
P22694,P23443
Q00537,Q8TDN4
Q15428,Q7RTV0
P25398,P61247
P78371,Q9NPJ1
Q9H2M3,Q9UI17
P62877,Q9Y2M5
P48200,Q13616
P00568,P07741
Q96G21,Q9BYG3
Q15185,Q9NY12
P62750,Q9HA92
P10301,Q15283
P28482,Q9UHA4
Q49AN0,Q9C0J9
Q8WVK2,Q9Y333
P02647,Q8IZY2
P25685,Q9UDY4
O14986,P18206
P08887,P13725
P63272,Q03111
P14866,Q15366
P20618,Q969U7
