Node1,Node2
P22087,P42677
Q0VG99,Q8NES3
O14745,Q15599
Q8TEQ8,Q92521
P30305,P53778
Q13601,Q8TDN6
Q16623,Q6PUV4
Q9NQT4,Q9Y580
P09661,Q9UQ35
P84022,Q01860
P59533,Q9NYV7
P08100,Q16518
P19387,Q13503
P16035,P22894
Q03111,Q03468
P22466,P30990
Q96J02,Q9Y3C5
Q13823,Q9NYH9
P00505,P07148
P18847,Q00987
P04908,P36954
P20936,Q99704
P82930,Q9BQ48
Q9H6L4,Q9Y388
P82663,Q9HD33
O14879,Q5EBM0
P40337,P51532
P05107,P26012
Q15269,Q9NYH9
P11215,P20138
Q9H1C4,Q9NR97
P15018,P26441
O75496,Q99741
P37231,Q15466
P05388,Q9Y221
P42285,Q9H0A0
O60921,Q9BSD3
Q8IXK0,Q9H1A4
O95602,Q9NY12
Q96RT7,Q9NRH3
P63220,P69905
Q12809,Q9H252
P63252,Q14500
P36543,P55344
Q15428,Q9Y388
Q13601,Q9H501
Q4U2R6,Q9BYC9
P30305,P78396
P62249,Q9HA92
O14836,P49069
P41180,Q00722
O15047,Q8NEZ4
P05112,Q14627
O15042,Q15459
P36873,Q6ZSY5
Q9H6L4,Q9Y3B4
P50914,Q9UHA3
Q14686,Q92793
G3V2F7,Q15750
Q00987,Q92831
Q13569,Q92793
P21589,Q5EBM0
P15498,Q13094
P16144,P48509
Q15006,Q9P0I2
Q86U44,Q9H6S0
P01880,Q03426
P49841,P63098
O14842,P29992
O00401,O43516
P63252,Q8IWT1
P51812,Q99640
Q15428,Q9Y3B4
O43451,P11216
P10301,Q07890
O00626,P51679
O00217,P30049
P00505,P15090
Q9UNQ2,Q9Y221
Q8NAV1,Q9Y4Y9
O14795,Q8NB66
P11150,Q9Y5X9
O15105,P42224
P17947,Q99062
O75251,Q8TB37
P17481,P17509
Q13829,Q9H3F6
P01112,P09619
P62857,Q9NQZ2
P08579,Q96I25
P08311,P48594
P24385,P42773
P16234,P23458
O95169,Q9BVV7
P20336,P37840
P19387,Q9Y2R9
P01116,P05129
P08708,P82664
Q8N126,Q9NZW5
P18124,P22090
P62316,Q9Y3B4
Q9BRD0,Q9HCG8
Q8NFW8,Q9NR45
O75439,P25705
O15239,P17568
P01375,P60568
P10916,P13533
P35658,P57740
P63241,P84098
P49354,P49356
P33240,P51003
P46531,Q8NES3
P26373,P84098
O43674,P07919
P22003,P27037
O00410,Q86V81
P42766,P62891
P17405,Q9BX95
P22090,P27635
P56182,Q96G21
P30530,Q96S59
Q96FT9,Q9NWB7
Q96QF0,Q9BXC9
O43543,Q86YC2
O75907,Q16518
O14641,Q9H461
P04908,Q9H9F9
O95390,P36896
O43174,Q8IZV5
O43353,Q9BX69
Q14562,Q9UNP9
P24928,P62805
P60468,P61619
P60866,Q9BYC8
P13725,P42702
Q96G21,Q9Y5J1
Q92504,Q9UNE7
O60285,Q15831
Q15435,Q96RG2
B5ME19,Q9UBQ5
P07339,P11717
Q9H501,Q9NY61
Q99259,Q9BYV1
P61956,Q15843
O00585,P25106
P18621,Q9Y2R9
P12830,P16070
P26368,Q8IWZ8
P01732,P05113
O43924,P36959
P19838,Q13464
O60258,Q9GZV9
P05164,P49913
P35637,Q00839
P29597,Q13651
P19387,P26640
O43174,Q6E213
O60656,P49888
P20132,Q99707
P49458,P84098
Q8NDX5,Q9BSM1
O43914,P43405
P82673,Q9BYD6
P04233,Q5JRM2
Q9HCE1,Q9UKV8
P21579,Q15836
Q4U2R6,Q8TCC3
Q6P5R6,Q9HB96
Q12815,Q86Y91
O75072,Q8WZA1
P07737,P23528
P38398,Q9GZX5
Q9BXI3,Q9UIJ7
O75880,Q7KZN9
P49736,Q9BVW5
Q14999,Q8IWT3
P51665,Q99460
O15527,P13051
Q9BXI3,Q9H773
P04118,P54315
P25398,Q8N1I0
P62917,P68104
P02649,P02766
O00459,Q6ZUJ8
O60869,P63244
Q2TAY7,Q8NAV1
Q53ET0,Q68CJ9
P62306,Q9UK45
P25398,Q15061
P03971,P23945
P62917,Q96E11
P07919,P31930
O75385,Q6ZNE5
P26373,Q9HA92
P12830,P49841
Q16539,Q9H257
P11172,Q9UGH3
P17568,Q99685
P11142,P25685
O60353,Q9GZT5
Q9NWS0,Q9UHV9
P39019,P42766
P36959,Q13370
Q13405,Q99798
Q9BYC8,Q9NZE8
P56381,Q9UDW1
P04233,P05386
P05093,P08842
P56962,Q13277
Q13084,Q9BQ48
P11802,P14635
O00585,P01732
Q96M98,Q9UIF3
P27694,Q06609
P19544,P48436
P02788,Q15744
O15235,P82673
P30405,Q07812
P25788,Q969U7
P25398,P62753
P00738,P69905
Q8WYA0,Q9NWB7
O75822,P41091
P01116,Q12967
P42285,Q9Y5J1
Q14164,Q8IUC6
Q9BPX3,Q9H0H5
P08709,P38435
Q99436,Q9Y5K5
P47897,Q13155
P08709,P10646
O14519,Q86YP4
P0DP23,P11216
P24385,P46527
P35548,Q96T58
O15037,Q7Z2W4
Q8WXE1,Q9BW66
O75582,P84243
P51003,Q16629
P0CG30,P28161
Q96ST2,Q9Y5B9
P46459,P61266
P09661,Q96A72
Q9ULV1,Q9Y6F9
O00204,P50225
O43678,P08574
P42345,Q15382
Q6NUQ1,Q9UFG5
O95721,P54920
P15880,Q9UBQ5
P62306,Q14562
Q6ZRS2,Q9UEE9
P53539,Q96EB6
P02768,P04004
Q9P0M9,Q9Y3D9
P27037,Q13705
O00268,Q8IZX4
P26718,Q6H3X3
O00463,Q9H0F6
P82663,Q9Y2Q9
P12074,Q9Y6M9
Q9NP98,Q9UBF9
O15514,Q9Y3C7
P02765,P08493
P16662,Q9NPZ5
P10606,P56385
P54257,Q9NSK0
O94761,P27694
O15105,Q9NYJ8
Q9Y4A5,Q9Y4R8
P33991,Q14691
Q96PC5,Q9HCU5
P01019,P08311
P01116,Q07817
O00422,Q9H307
P09661,Q9Y333
P62805,P62875
P18621,P57772
P49888,Q86US8
O95863,Q13485
P42766,Q9HB96
Q8N163,Q96EB6
P62318,Q9UQ35
Q8TDY2,Q9H0Y0
O95399,Q9UKP6
Q13416,Q14566
O00585,P47992
P84243,Q86UG4
O14777,O95235
P62913,P62917
Q9H6S0,Q9Y6M1
O15541,P09661
P43686,Q99460
Q96MX6,Q9NWS0
O60258,P07585
P53539,Q13547
P51452,P53778
O00459,Q8TBX8
P29460,Q99665
P07992,P51587
Q99741,Q9UBD5
P25398,Q9Y324
P15056,P62070
P49286,Q9P2W3
P50613,Q6P1X5
P0C0S5,Q9Y5B9
Q04323,Q96CS3
P0CG48,Q70CQ3
P61204,Q9UJY5
P35398,Q99743
O94817,Q8NEB9
O00182,P18627
P15313,P38606
P46782,Q13895
P12882,P14649
P25398,P62917
P60981,Q12792
Q6PHW0,Q969G6
P63208,P78396
P17947,Q15306
P10606,P56181
P09012,Q15365
P07942,P11047
P25398,P62841
O14662,Q16623
O15528,Q15648
O95777,Q96DI7
Q8WZA1,Q9UKY4
Q15645,Q96FF9
P13569,P63104
O60906,Q8TCT0
P62805,Q9UER7
A0A1W2PQS6,P04233
P18206,Q8TBX8
Q9BRA0,Q9UK45
O95390,P36897
Q14674,Q8NDV3
Q8TAG9,Q96KP1
O95822,Q02252
P19387,Q6UXA7
Q7Z494,Q8TD19
Q15006,Q9Y3B6
P23443,P60484
Q86WV5,Q9H668
Q13326,Q9H9S5
O95178,O95299
P22090,P40429
Q96TC7,Q9BZF1
P31025,Q9GZZ8
O00401,P20929
P14635,P33552
O15105,P37173
P12956,Q15554
O14807,Q07890
P19784,P25440
O75330,Q9Y5Y7
P35606,Q16706
P46527,Q96JK2
O75832,P11802
A0A494C100,Q99741
P62877,P63208
Q92793,Q9Y6Q9
O14775,P09471
O94927,P23258
P02749,P02768
P00740,P07204
O00268,Q6P1X5
Q9NVU7,Q9NW13
P08151,P22694
Q9BVJ6,Q9H8H0
O15520,P16234
P62851,P69905
Q15648,Q9HB96
O75251,Q99685
P27986,P36888
P60520,Q92609
O60869,Q02543
P15884,P23409
A5YKK6,Q9UKV8
P52701,Q01831
Q14562,Q99459
Q9H8H0,Q9Y3A4
O15169,Q15172
P23378,Q9UI17
P62424,P63272
P62888,Q9UHA3
P82932,Q9P0M9
P26373,P60468
P08254,P21815
O75400,Q14498
Q8WWQ8,Q9Y5Y7
P51531,Q92922
P42766,P62913
P11233,Q96A65
P01266,P43699
O60494,P02647
Q9H9F9,Q9Y5K5
P01732,P18627
D6RC18,O60306
O60506,P14866
O75694,Q9BW27
P04233,P62081
O00401,Q9NZQ3
P82663,Q96GC5
Q9NW64,Q9UQ35
Q13356,Q9H6L4
O96008,P02649
P54578,Q99436
P35913,P36959
Q9H9S4,Q9Y376
P61964,Q96J94
P62917,Q9Y3D3
Q8WUW1,Q9P2A4
P29083,Q9NVC6
P22090,Q92901
Q6P582,Q9NRH3
O00238,P03971
P62136,Q9UQK1
Q04917,Q9GZV5
P36954,Q92759
O43353,Q15654
P09012,Q7RTV0
O43395,Q8NAV1
P05198,Q9NPE3
P18206,Q07157
Q92917,Q9UI33
Q9BQ67,Q9UNX4
P62987,Q96G74
P21589,P22413
P12004,P30279
P13612,Q13477
Q7L014,Q7RTV0
P28482,Q9P0N9
Q9NPA0,Q9Y3B6
Q9NVC6,Q9Y2W1
P04406,Q15382
P51857,P54855
P01730,P04439
Q86UE8,Q9Y294
O15169,Q6ZNA4
Q9GZL7,Q9NVP1
P09038,P15018
Q16363,Q9UMD9
P09661,Q9NXE8
P31997,P49913
P05089,P11926
O43818,Q9H6R4
P01033,P09238
Q14999,Q99728
P62917,Q7Z2W9
P28072,P48556
P23526,Q6YP21
P01579,Q16552
P42285,Q13895
P06576,P30049
Q5JUK2,Q9Y2T7
P47989,Q13410
P11712,Q9NR63
P61254,P62917
Q9NR19,Q9NTX5
P20618,Q16186
O43678,Q16795
Q9ULQ0,Q9Y228
P62380,Q16514
P78396,Q99741
P27694,P43246
Q13601,Q9BQ67
Q96IZ7,Q9HA92
P15531,Q13232
P17858,P49753
P33992,P56282
P25205,P56282
Q15554,Q9NYB0
P04233,Q02878
Q13618,Q969K4
Q92917,Q96DI7
O60869,P42766
O75581,Q9Y6F9
O43683,Q15003
O75554,Q9BRD0
Q96E11,Q96EY7
O00746,P22392
P61927,Q9HB96
Q9BQ48,Q9Y291
P50613,Q96G25
P15924,Q02413
P01033,P08253
P08047,P23443
O75251,P28331
P01137,P08476
O95433,P25685
P09661,Q9Y383
Q96G21,Q9BV38
Q6P9A2,Q9NSC7
P04798,P14061
O00744,O75581
Q02413,Q9NQ38
P82933,Q9UPY3
P51451,Q7L513
O94808,O95394
P31040,P55809
P42345,Q02790
Q99459,Q9NW64
P11387,Q07955
P14635,P30305
O43174,P47895
O95721,P56962
Q52LW3,Q5U651
O75306,P10109
P61244,Q99583
P20648,Q9H2U2
Q14498,Q66K64
P06307,P30990
O00410,Q8TEX9
P08253,Q15080
P16050,P78329
Q8IWA0,Q9NY93
P62805,Q9H9F9
O75694,Q5SRE5
O75379,Q96AJ9
O14756,O94788
O75955,P12830
O94808,P46926
P28907,Q9BQG2
P63211,Q00722
O00590,Q13477
Q02790,Q92990
H3BNC9,P25398
P41091,Q14152
Q9BQG2,Q9NRC8
O75643,Q96BP3
P62837,P62877
Q16822,Q9NR19
P20815,P33260
P08151,Q6IQ16
P25398,Q96GA3
O14939,P15153
P30279,P42773
O14777,Q53HL2
P49643,Q9NRG0
Q15645,Q9UQ84
P20290,P62917
Q02779,Q9Y496
P09914,Q9Y6K5
P11802,P78396
P10767,P22455
O75419,Q99741
O15160,Q9NW08
O75880,P00395
P80217,Q15646
P42677,Q9HA92
P25787,Q9Y5K5
E9PNW1,Q9UKN7
P82664,Q8IXM3
P25787,P35998
O43818,P62277
O95219,Q13596
Q9BX95,Q9NRA0
P10301,Q15052
O00161,O14662
P62241,Q9NZL4
O75351,Q9HD42
Q9H9J2,Q9Y2R9
P41221,Q8N474
P12931,Q9NWQ8
P82663,Q7Z7F7
Q08945,Q8N7H5
P62805,Q96GM5
P62805,Q03164
P41091,P62249
O43674,O96000
Q8IXJ6,Q96EB6
Q05329,Q9BYV1
P28838,Q8NHS2
P63208,Q5H9F3
P09661,Q6IQ49
P19387,P62263
P49411,P82664
Q14469,Q5TA89
Q9BZE4,Q9UI43
O14625,P80162
P05388,Q9UHA3
O00401,O43639
P28358,P31277
Q99848,Q9NQZ2
O14925,P10606
O15405,P33241
O15054,Q9UL17
P67870,P68400
P23975,Q16623
Q9BYC8,Q9P0M9
Q02809,Q7Z624
Q15172,Q5FBB7
O00746,P54819
Q08945,Q9Y5B9
P18827,P28907
Q8NEJ9,Q9H8H0
Q15800,Q99720
P16520,Q15147
Q96A08,Q9UPT9
O00233,Q16401
P08311,P12838
Q15029,Q9H6L4
O75935,Q13561
P08138,Q9Y5V3
P00505,P49448
Q99798,Q9NRX2
O14641,Q13467
P15121,P35557
P25398,P61011
P82663,Q9Y2R9
O00221,P25963
P19387,P23193
P55039,Q92616
O43707,Q9Y490
O00327,P43490
P12755,Q15796
P60468,P62910
P19320,Q13477
P37268,Q03426
O00487,P25788
P04233,Q9BYC9
Q9BYD1,Q9P015
O43464,P19438
P31260,P31268
Q9H7X7,Q9UG01
P12830,P18206
P09038,P36888
Q5TAP6,Q96G21
O00716,P78396
P63208,Q8NCQ5
P40337,P51531
P62266,Q96G21
Q8TDY2,Q96B36
O95433,Q16543
P05198,P08708
P49406,Q9Y676
Q8N1I0,Q9UHA3
Q13362,Q13522
P57740,Q7Z3B4
Q9UM47,Q9Y6R0
Q6P2Q9,Q9BTD8
Q9BT49,Q9NVV9
P61619,Q86TM6
P35243,Q15835
O14503,Q49AN0
P07992,Q92889
Q969N2,Q9H490
P50148,P63252
P61619,P62266
P17535,P45984
O75072,O95461
P30613,P60174
O94779,P51693
O75106,P05091
P16234,Q92569
O43752,Q9HD26
P06576,P47985
O75807,P49821
Q99798,Q9ULD0
O14641,O96014
P32246,P80162
P01579,P49682
Q9BUL8,Q9ULQ0
P62318,Q9UK45
O75376,P19838
P09661,Q9NW64
P61619,Q9NV31
O95295,P60880
P10109,P99999
O15553,P57764
Q96JI7,Q9NZD8
P28066,P54578
O75915,P43005
O60895,P10997
P04180,Q9UBM1
Q8TC12,Q92781
P27037,Q15796
P04637,Q15796
Q9H6I2,Q9H9S0
P14678,Q15459
P28907,Q8IXJ6
O14561,Q9H9J2
O94805,O95619
Q6SJ96,Q92994
P30279,P46527
P63151,Q15173
O75027,P22557
P49588,Q96GW9
Q15040,Q9H3M9
P27694,P35249
O43818,Q5C9Z4
Q9BQ67,Q9NX24
P01222,P16066
Q12834,Q9UJX4
Q9NZM5,Q9Y221
P48995,Q13563
P25705,Q9Y5K8
O94805,Q969G3
P35579,P67936
O15105,P01137
P22362,Q9NPB9
P12931,P24385
P84243,Q96KQ7
O43542,Q86YC2
O95251,Q9HAF1
P05198,Q9Y2R9
O95926,Q13427
P04798,Q16772
P10636,P35637
P46782,Q9UNQ2
P19440,P49448
O14641,P50148
P28799,Q13148
O00762,Q15398
P19387,P32780
Q15398,Q9ULW0
P12074,P14854
Q2NL82,Q9BQ67
P48200,Q9BYM8
P04233,P62906
P06756,P11047
O75822,Q9Y262
O60828,P54253
Q02543,Q9Y450
O14776,Q15428
Q9H2M9,Q9Y4E6
P25398,P50914
P51617,P62714
O15371,Q7L2H7
Q9BRG1,Q9BY43
O00198,Q13794
P05386,P42766
Q8WZ74,Q9ULQ0
O14646,Q9Y5B9
P25787,P40306
Q8N653,Q9Y2M5
P32321,Q9BXI3
P52732,Q96KB5
Q969X6,Q9NYH9
P62318,Q14562
P42772,P46527
O75746,Q9Y5L4
P60484,Q8NEB9
P04275,P29279
P84243,Q7Z2G1
Q99848,Q9NW13
O15264,O43524
O00471,Q96KP1
P16144,Q13753
Q16526,Q9C0J9
P05412,Q9NR55
P41091,Q9NR50
P56915,Q9Y3S2
Q9H944,Q9NPJ6
P30049,Q96IX5
P35443,P49747
P28749,P62191
P62318,Q9Y383
Q14562,Q9BZJ0
Q13601,Q14684
P12544,P27695
P32881,P60568
P22090,P63173
O00238,P12644
O75616,Q8NC60
Q00534,Q16543
P32248,P61073
P62701,P69905
Q9NW64,Q9UK45
P02741,P12821
P82675,Q9HB96
O14975,Q96GR2
P54727,Q9UKL0
Q8IXW5,Q9NWS0
P46777,P82933
P05091,P46597
P02647,P07148
O60486,Q92854
Q03111,Q16695
O14791,P35579
Q07973,Q9ULX7
O95863,Q13547
P35637,Q13283
P40616,Q13439
Q96G23,Q9NY59
Q8N511,Q9Y5K8
Q30201,Q9NP59
P0CG48,Q9UBZ9
P60520,Q9HA65
P14635,Q13257
Q13242,Q86U42
Q12788,Q9NYH9
Q9UBM1,Q9Y6K0
Q16576,Q9Y294
Q15650,Q93074
P00451,P04070
P07202,Q92911
P52701,Q13216
Q86Z14,Q9NP95
Q96GA3,Q9H501
P09919,P35998
Q15363,Q9BVK6
Q96AJ1,Q9UG01
O00541,O43818
Q8N7H5,Q9Y2F5
P04004,P26012
P03886,P17568
P05121,Q07954
P00505,Q8N142
Q8WUM4,Q9UN37
O00479,P42766
P30047,P30793
O95343,Q15465
P35222,Q9H9S0
Q9NW64,Q9NXE8
P20700,Q8NF91
P82664,Q9NV31
O60244,Q9H668
P43403,Q16539
P42766,Q9H009
P05198,P57772
Q9NQZ2,Q9Y6V7
P07327,P49189
Q7Z404,Q96N66
P05230,P21579
Q8IY81,Q9NYH9
P22087,Q9NY61
Q13686,Q3KRA9
O14558,P04792
P15153,Q8NFA2
P21917,Q01959
O00401,P68133
O96028,Q9UJQ4
P49815,Q9NQL2
P38398,Q92547
P05198,P62906
Q5TCH4,Q9NR63
P68363,Q9H4B7
Q9HD33,Q9P0M9
Q9NVK5,Q9P289
O00442,Q9NY61
P46087,Q9GZL7
P63208,Q9UKT8
P62266,P62917
P17600,P20336
P02778,P22362
P06748,P62805
O43159,Q9ULX3
P13995,P49914
Q7L5N7,Q8WUD6
Q00987,Q9UER7
P00450,Q9NP59
P33993,P56282
P78396,Q9H211
O43914,P30273
P42898,Q9H2M3
P17844,P43243
P42766,Q96CT7
P08842,P24462
Q8N983,Q99798
O75489,P10606
Q16842,Q9NSC7
Q16539,Q9UDY8
P19388,P36954
P62847,Q9NYH9
P00750,P04275
P60468,Q6NUQ4
P16520,P59768
P51575,P56373
Q92785,Q92925
P03372,P35869
O95299,P49411
P61011,P62917
Q14674,Q496M5
O15372,P25398
P50213,P51553
P02452,P02751
O95168,P31930
Q13895,Q14692
Q96G21,Q9H8H0
P18206,P35222
P08311,P29508
P02647,P02749
Q96FT9,Q9UG01
P82663,Q9NVS2
Q00973,Q8IZ52
Q8WZ74,Q9BUL8
O75717,P56282
Q02543,Q8N1I0
P62249,Q9HB96
Q03111,Q9UHB7
Q01668,Q9BXT2
Q5QJU3,Q8TCT0
P07900,Q9Y239
O60603,P02751
P49721,Q9UL46
P11597,P98155
P62841,Q9UBQ5
P62857,Q96G21
P49588,Q12904
P35637,P52272
P09601,Q12887
P07327,Q9HAY6
P63027,Q15836
O00459,O60331
P62304,Q13427
P25398,P46777
P05198,P39019
P08253,Q99727
Q8WZ74,Q9P289
P07996,P14780
Q15542,Q9NVC6
Q13114,Q15750
P78406,Q9UKK6
Q86XT2,Q99816
P15153,P19838
O00300,P50591
Q13155,Q96AE4
Q6IPU0,Q9NSP4
P82663,Q9BQ48
Q9NQZ2,Q9Y3B9
Q9P0M9,Q9UI43
P09234,Q6NWY9
A4D1E9,P49406
P62913,Q9NZM5
P00738,P02008
Q9BRX5,Q9Y248
P42766,Q969S3
P56539,Q13326
P62318,Q9NW64
P14784,P60568
P18206,Q9BX66
P25398,P47813
P01024,P08174
P19429,P62714
O00463,P19438
O75152,Q8NI27
P55769,Q15428
O00463,Q9UHD2
Q00796,Q8IZV5
O00505,P55060
P14784,P40763
P17948,Q9HCT0
Q08AG7,Q96RT7
Q8WYA6,Q9Y2W2
P21781,Q86Z14
P36405,Q96G28
P23588,P41091
Q9BRD0,Q9HCS7
Q96SZ4,Q9UJQ4
A0A0A6YYL6,Q02543
P49368,Q8WZ74
P11712,Q9HAW8
Q16566,Q68CJ9
P62877,Q13619
Q5VZY2,Q9Y5X9
P35398,P48664
O43186,Q16518
Q13610,Q9BQ67
O00203,Q9UPM8
Q14697,Q9UJJ9
P23526,Q16773
P28340,P40692
P38919,Q9NW64
P40429,Q9BYC8
Q5VSL9,Q9NVK5
P15172,Q99750
Q13546,Q15750
P62714,Q9Y570
Q16539,Q92731
P54727,P62191
P00533,Q9NP95
Q16539,Q9HBH9
O95721,Q16623
P21926,Q99075
P17752,P35270
P08579,Q13523
Q96EU6,Q9Y5J1
O00268,Q14CW9
O95665,P30990
O14775,O43665
O43143,Q7RTV0
P05113,Q16552
P62072,Q9Y5J9
O14965,Q9UM11
O75431,Q9NVH1
Q13769,Q96QD9
P27635,P42766
Q96SZ4,Q9H8Y1
Q13573,Q9BQ65
P46782,Q96G21
P04150,Q16526
Q96Q80,Q9BUN8
O43143,Q13895
P23434,Q13203
Q14242,Q92896
O60563,Q58F21
Q9BYD2,Q9P0M9
Q96KP1,Q9UHD2
P10606,Q96I36
O75530,P25490
O14745,Q5T2W1
O00567,Q9H0A0
O95863,Q9UKL0
Q8TDY2,Q99570
Q96RT7,Q96RT8
P05112,P42081
O15111,P25963
P13349,P23759
P42766,P62241
H3BMG3,Q9P0M9
Q96EL3,Q96EY7
P24941,P33991
P82933,Q6P161
P62805,Q8WXX5
P25791,Q9BXY8
P19174,Q08209
O15247,Q9NZA1
P04844,Q9H9S3
P62979,Q9HA92
O14641,Q8NEV1
Q8TDN7,Q9HA82
P63244,P82664
O15265,O75529
P62316,Q9Y2W2
Q13698,Q9UBN1
Q03164,Q92793
P52272,P62318
P62424,Q9HB96
P06732,P68133
P19367,P35557
O00626,Q9BZS1
O43513,P20226
P11712,Q16772
P11802,P30279
Q8IXB1,Q92611
A0A0A6YYL6,P42766
O14508,P36888
O95983,Q9UBB5
Q9H8H0,Q9Y5J1
O60603,P25942
P62805,Q14676
P62917,Q9BZE4
O95433,P13569
P22090,P62495
O15379,P24385
Q15836,Q86Y82
Q15038,Q96EP5
O00459,O00750
O75821,P55884
P0DP23,Q8IZF0
O43678,O95139
P07225,Q9UNN8
Q15024,Q99547
P01282,P30990
Q14123,Q9P2W3
Q8N1F7,Q8WUM0
Q96IV0,Q9BUN8
P53708,Q9UQP3
Q9NPA8,Q9UPT9
P62979,Q96DC9
P01730,Q13094
P60900,Q9UL46
P56703,Q9NPG1
Q16518,Q8IZV5
P54577,Q9HA77
Q05823,Q9Y6K5
O95983,Q8TDI0
O00585,P14151
O15254,P05091
P10242,Q92793
O75385,Q8NEB9
P02749,P06727
Q96L21,Q9P0M9
P0DP04,P18627
Q12887,Q9BSH4
Q16401,Q9UNM6
Q9H7B2,Q9NQ55
Q13976,Q86W47
Q8TDX6,Q9P2E5
Q5M775,Q8N5H7
P07992,Q9UKL0
P62753,Q02543
P60468,P62861
P26718,P43405
P22087,P56182
P01111,P28482
Q9UKV8,Q9UL18
O95822,Q9UGI9
P09661,Q8WVK2
B4E171,P27701
Q9BWT3,Q9P2I0
P11215,P31997
Q9H0A0,Q9H7B2
P25101,P63252
Q8TDN6,Q9NY93
P82664,Q9H9J2
P01579,Q99836
O60925,P61758
P15923,Q15672
P11712,P16050
P61006,Q8N3F8
Q9NP99,Q9NZC2
O00562,P0CE71
P49796,P98172
O95926,Q9HCS7
O14949,O43678
O14625,P32248
B5ME19,O60739
Q9NVC6,Q9UHV7
Q96GA3,Q9NW13
Q9Y2R9,Q9Y3B7
O00206,P01579
Q96I59,Q9UGM6
P05013,P60568
P50750,Q92759
Q9NPD3,Q9NQT4
Q68DV7,Q9ULW2
O00231,Q8IYT4
Q96EL3,Q9NX20
O14610,Q00722
P62072,Q9HAV7
O75764,P20226
O14775,Q96I99
P09496,Q9NZN4
O14775,Q5JWF2
O43174,Q9NR63
O60563,P55199
Q9BRD0,Q9Y4Z0
O00231,Q99436
O15498,O43752
P01019,P02649
P04921,Q08495
P02808,Q8TAX7
P63208,Q9H469
O00519,P21554
O60882,Q3MJ13
Q15650,Q9NPJ6
P42285,Q13901
Q13131,Q16526
P07476,P22735
Q01581,Q08426
Q96A72,Q9BRD0
Q9UJS0,Q9Y5L4
Q7Z6M4,Q9UI43
P04233,Q5T1N1
P54198,Q9Y294
P62308,Q9BQA1
P40429,Q9Y2R9
P84243,Q16576
P02652,P02656
P01033,P02751
P62314,Q9UMS4
P14920,P50440
P48029,P50440
Q9H0E9,Q9H7Z6
P17612,P41181
Q66GS9,Q6UVJ0
P51679,Q92583
O14641,Q99466
O75821,O75822
O00178,P02786
P62714,Q92736
P00390,P35754
Q9HC29,Q9Y239
P05198,P62263
P82930,Q86TS9
Q96CN9,Q9Y5J1
Q9H0E9,Q9Y4A5
O75581,Q03431
Q05D32,Q8N165
P19440,Q9Y600
P07996,P18084
O60220,Q9Y5L4
O15235,Q9HB96
P82933,Q5T8A7
P22413,P28907
Q9C086,Q9Y265
O00231,P60900
Q13418,Q15052
P04234,P49863
P82930,Q9H2K0
P01133,P09619
Q92499,Q9Y3I0
Q13427,Q6P2Q9
P01106,Q9UNE7
P09919,P40238
P25685,Q02790
P33991,Q9UJA3
P58876,Q9UPT9
P22362,P32248
P23458,Q13651
O14756,P51857
P82933,Q9P0J6
P04908,P19387
P05496,P15313
P78345,Q9H0A0
P43490,Q9BXI3
P08047,P20226
P62917,Q96CT7
P32248,P42081
P32246,P32248
P61962,Q92466
Q52LR7,Q9Y265
P07099,P11712
O94888,Q9H3F6
P08238,Q9NZL4
O00189,Q9H0R1
Q03701,Q8IY81
O00401,P06396
O14735,Q00722
O00311,P33991
Q14739,Q9UKR5
P42771,Q07021
Q9H0E9,Q9NPF5
P14920,P34897
P02730,P11171
Q8TEQ8,Q9H490
O00567,Q9Y5J1
P84243,Q92769
Q9NZM5,Q9UHA3
P19438,Q12933
P19440,Q9BUX1
O43159,Q15397
O14775,Q08116
P49588,P49589
P11488,Q16281
P62829,Q9H9J2
P08579,Q9BRD0
P29992,Q969F8
O43791,P62877
Q676U5,Q9Y239
Q13895,Q9NY93
P98172,Q15375
P82933,Q96A35
Q9BVA1,Q9Y284
P19387,Q00403
Q8IXK0,Q9UJX4
O43678,P14854
P19387,P62273
P27986,Q12933
Q9C086,Q9NXR8
O95777,Q9NX01
O14757,Q9BX63
P0CG47,Q96RU2
P15172,P23759
Q15370,Q86VP6
P62877,Q14999
Q05209,Q05397
Q16665,Q92793
P01583,P05113
P32121,Q00987
P06493,Q02241
O60306,Q8IYB3
O60921,Q14191
P49406,Q96EY7
O14640,P25054
P28074,P48556
P84243,Q9Y6F8
Q52LR7,Q9NXR8
P15090,P37231
O75251,P56556
P08579,P55081
O60566,Q9UI95
O60306,P62314
P50552,Q13237
Q13510,Q9BX95
Q8NFH4,Q8TEM1
Q9BYC9,Q9HA92
Q7L3T8,Q9UGM6
Q00722,Q9HAV0
Q15542,Q92830
P06239,Q12933
P04808,Q9HBX9
Q96EY7,Q9Y676
O00585,P51677
P62318,Q9BZL1
P61619,Q9NWU5
P12004,P27694
Q8N4C6,Q9Y224
P63244,Q9HB96
P08247,P10645
Q8WVK2,Q9BUQ8
P25490,Q09472
Q6PJI9,Q96S15
P08670,P12830
P23443,Q9UHD2
Q12962,Q92759
P43686,Q99436
P19438,Q9UER7
P62269,Q9UNQ2
P46779,Q9HA92
P12882,P35580
P09104,P10645
P25789,P43686
P62877,Q969M7
Q13115,Q16539
Q16539,Q8NEM7
Q13323,Q16548
O00626,P41597
O43353,Q96P20
O43172,Q15428
Q9NPJ3,Q9Y5Z9
P0DP23,P63098
P68363,Q9UPY8
P02708,Q04844
