Node1,Node2
2381,3668
3654,5817
6038,6708
2965,6849
1177,1224
1201,1371
2985,3635
3566,5857
1551,1665
194,1076
5634,6947
2081,3444
1812,2609
1143,4005
342,3255
2180,3470
2037,5422
2030,3131
1004,3202
5234,6611
764,2460
1045,3557
2485,7322
3778,4775
5850,6180
1369,2402
5747,7324
2591,3605
1369,1491
210,4762
1476,1514
2015,2558
2321,7486
306,4626
5228,5980
748,3275
2742,4077
1442,2098
5727,7348
2559,3081
1417,5417
7048,7382
135,2719
500,1355
2489,3945
4432,6861
928,2913
1678,6825
3108,3854
7473,6854
2855,5493
1119,1159
6752,7253
2068,3746
133,4865
2064,4381
161,6154
3266,7196
1547,7400
6438,6804
388,7263
1118,1345
1734,6475
1482,2967
2877,6574
807,2081
327,6673
7497,7296
2274,3845
5694,6402
1020,1341
1045,3460
151,6221
1417,7223
3144,3166
1792,3008
2702,4704
949,3683
2498,6360
4877,5493
3115,7496
5136,6167
891,6997
3643,3847
194,2593
3275,4697
267,896
3156,3157
6276,7415
398,1417
2531,5750
5653,6613
538,1301
2855,3697
2758,2866
174,5090
2164,5794
1317,7449
5814,6802
2030,7243
1655,3094
2642,6788
2754,4429
1437,7348
3383,5463
1479,4560
3057,6969
2313,5815
814,5002
136,1777
1668,2429
2569,3744
1572,1634
2030,3157
3037,3518
4458,5387
3172,3223
1756,3939
1482,2956
1383,3941
1316,1538
2030,3136
242,4075
402,3994
933,5475
5247,7034
3988,5522
1591,3184
643,5111
3144,6870
17,1177
1768,5090
5872,6972
884,2405
3837,4995
5074,5609
939,3357
1803,4513
4659,5135
3887,7241
1970,3024
4728,6264
3628,6322
854,889
1926,2433
5758,6076
2202,6138
150,7435
1665,2278
327,2388
1573,3975
264,3498
1815,2032
668,7346
2350,4097
2558,5621
765,1551
34,5814
3150,3172
5351,7404
258,1410
834,1958
1112,1119
1005,1287
133,4429
6625,6608
1330,1942
5969,6300
397,1729
3139,3202
3994,6360
662,5797
2091,2372
3025,5282
616,3350
1698,1963
32,7009
2829,3332
3854,5749
6300,7238
351,3923
1964,6946
3123,3185
3152,6883
3260,6752
2054,3022
1337,1904
692,3836
5218,7346
2762,5355
2498,3156
1534,5419
7429,2552
7423,1089
6313,7324
1076,1777
76,559
573,1647
744,5996
1177,3105
150,6727
3266,5540
6627,7496
3632,6272
981,1092
2895,5747
2349,2381
6321,7227
3102,5597
3157,7248
5197,6772
2144,6590
1926,5342
4450,6529
124,1139
3097,7132
3398,6130
2377,5313
442,3999
1383,4613
472,4982
1227,6446
1768,3458
5350,6927
5853,7118
3173,5537
1895,1953
1560,2174
1593,3678
4578,4613
2116,6773
6444,7241
6590,7250
1182,3945
2803,2911
1074,1169
4721,7173
351,4541
6111,6619
1386,1652
4044,7067
1417,6664
2236,2703
1209,1542
508,6287
1033,1406
3878,5812
3157,4614
2096,2616
1976,4517
1069,4055
2485,3744
1270,2166
4254,7205
2628,3641
1537,6510
3060,3157
6502,6567
1855,4030
500,4110
7044,7147
3122,4046
3223,5814
2081,2516
3696,5853
5587,6346
1673,3611
1765,2681
2275,2963
2028,2963
3975,6674
1177,3378
3709,5411
5350,5475
616,2498
731,7382
491,3880
735,5877
5490,5518
204,1927
3082,6360
5857,7172
2754,5545
7434,3349
1033,1352
1318,1970
662,2139
1039,1347
899,2033
1417,7228
5529,5954
4443,6570
1180,1639
203,731
3349,6487
3284,7144
2757,4588
815,888
2204,2975
2489,3377
5749,6627
1524,3486
1665,2181
415,2588
928,2985
4201,4323
683,1461
3059,5771
1862,6216
3836,4349
1250,2217
153,5165
1352,3927
1709,3205
4796,6663
3144,6313
744,4274
684,5429
253,822
799,1569
815,2595
2127,5868
3190,3319
222,3678
3377,5365
98,2030
2460,3802
5868,6516
743,5446
3137,3150
4147,6502
1868,2287
1330,4395
2030,5538
288,1659
2174,2504
267,4217
2672,6524
3988,7148
1836,3157
3356,7277
1427,7396
1551,3223
1507,1950
706,5814
329,6606
788,988
3240,3989
2491,6346
2050,7324
79,7494
3252,4834
2050,2355
508,3107
879,3702
6001,6515
1486,3902
108,242
3111,6718
671,6418
6331,7200
2470,4932
1596,6634
3266,4669
3492,4968
3144,5571
3144,7457
2460,3110
483,964
4816,5493
3407,6061
2123,5054
3172,4243
1417,4396
1803,3100
2654,3252
3811,4303
6074,6924
231,3237
1243,6883
150,494
2134,2213
5826,6497
285,1482
373,2263
336,7018
3189,3199
2011,4075
6038,6752
3373,4652
3923,4237
204,2906
3492,7348
1783,2127
5006,6300
4014,5808
1725,3922
5413,7127
123,4042
1341,1568
3892,6272
780,3700
1328,7363
998,2660
5817,6541
235,3661
1658,2331
2030,3071
3266,7200
120,2043
1803,1954
2922,5326
519,7289
143,2527
1565,4012
3022,3154
1798,3678
2390,3379
178,2037
1177,6054
6057,6746
452,1829
2208,2211
6292,6865
1569,1768
1386,2372
4304,5529
201,3223
3172,4991
2451,2762
3118,5529
5136,5447
899,4054
1227,1372
2669,7367
4890,6883
3659,3689
2994,4630
7066,7403
4435,5942
5932,6601
3076,4685
2297,4036
209,4179
1317,5370
5397,6247
2734,3182
3076,3118
1748,2545
639,910
2191,3019
812,2814
647,1200
1729,5296
501,6404
1270,2592
760,2698
5817,7026
235,969
2241,3237
1069,2670
5941,7044
3115,6972
687,1818
1417,6627
3076,6583
874,3045
1461,3287
412,3001
5602,6724
2094,2895
776,2510
622,1503
1157,6817
5102,5321
2068,4012
1175,4012
6267,6318
1638,3983
2127,4816
217,6331
813,914
4479,5367
2174,2558
3169,3926
661,1947
2664,5574
3910,6229
2081,2325
508,4234
5853,6633
1043,1689
3539,6965
6738,7156
2657,3712
2034,7325
813,5405
2363,3198
327,1039
1936,6439
1596,2015
3275,5614
467,4757
867,6333
1227,7200
950,3651
1180,4115
1488,2336
2569,7094
1807,2660
235,2734
2121,3586
221,3979
1803,2250
3979,7051
1547,1643
4152,5853
2607,6056
1177,3171
1278,1538
764,7161
611,2876
3350,7270
275,3961
6217,7309
2030,2737
2776,3129
384,4585
5878,6029
115,3730
1224,2498
5249,7044
237,7348
2050,2427
4960,7192
2261,6006
2828,5605
5414,6670
3115,3854
2503,2558
772,7326
3024,5002
7430,2136
3275,4618
5826,6608
345,462
175,5609
1731,3727
4049,6107
1226,6509
2460,6506
2983,7261
6309,6466
2166,5591
2317,2679
2155,3119
3115,7228
3854,6082
3696,3841
1562,2101
2252,3026
1926,3170
124,1564
750,4984
3295,4054
2244,3046
3142,3202
6627,6972
1110,1567
3281,6360
298,5550
2924,6991
4854,6613
2577,3284
1200,2560
1089,1279
597,5336
3391,4101
261,2363
3468,7056
949,3697
2336,3615
2452,3693
5547,6660
4921,7325
4181,6414
1479,6851
3025,6355
1665,3624
3618,4689
3519,6670
6817,7392
4078,7173
3996,5378
1014,1162
1286,5349
2829,3599
4770,6425
5538,6286
1430,2355
3950,5981
5426,6865
186,508
4968,7218
1159,2076
1144,1736
1208,7458
998,4873
5183,7077
167,2498
2182,2194
877,3964
2292,6318
6627,6664
1861,7479
3252,6583
555,6264
2525,4053
2498,6140
1227,3008
6497,7406
1291,2638
4640,5643
1222,1889
4858,6670
1918,6661
3739,4170
218,1184
1659,5018
1909,3353
150,3191
975,6952
2727,6500
2400,5304
1227,3171
4311,6510
3193,6263
6406,6752
6591,6771
156,6661
2548,6111
3172,7002
3118,3157
1741,1840
1126,1936
1272,3144
408,7057
1612,2704
4596,5178
3313,6870
993,6414
2276,2963
3223,6193
541,2189
2506,6214
1753,2517
2498,5464
1371,2003
4957,5817
709,1482
4141,6570
4053,6869
1804,2377
3138,6670
1009,7430
3022,4408
1725,3013
2790,2964
5315,5353
1131,2365
889,2654
3071,3157
3837,4178
363,2030
2714,2764
1086,1128
853,2228
3744,3848
5529,6300
1768,2292
1341,2149
1089,1112
5524,6865
3266,6597
3304,4849
5249,5941
762,2963
3350,4890
3110,6360
3391,6890
3331,6034
4270,5111
1313,7153
589,1128
2690,7021
1553,3278
3136,6825
3161,5529
2664,3545
2336,2818
1434,3544
1291,6354
3177,4020
174,552
3126,3651
2030,2577
1227,2415
1352,5809
5249,6771
1319,1662
3972,6590
3577,4006
3222,6990
4745,5842
1659,1818
139,2733
3605,5424
4394,6566
3266,5857
6497,7264
6752,6924
1402,4414
29,2669
3156,6738
1004,1082
5899,7155
2498,5427
2988,3628
3115,6627
1644,3026
1768,5999
2030,2587
1024,1331
1805,3129
161,1829
652,5060
2948,3961
161,6894
3301,4876
179,2947
1644,2435
1759,6410
3491,5734
5233,7213
1900,4770
2360,5533
1980,2460
5877,6401
5732,6952
7,3350
2651,5249
1537,6381
4061,4377
3150,3710
4346,7342
2313,2623
418,4048
3718,5853
148,7126
3851,6967
1976,4102
2115,2434
2420,6627
2433,6038
4327,6591
1661,5825
3698,4006
3129,7306
4053,5303
2924,3119
1019,6425
4053,6383
928,4075
1911,5738
1749,2308
1356,3681
5512,7322
133,3877
924,2217
258,492
407,4613
1216,4055
3095,7334
312,7062
704,6616
3729,5696
2080,2498
5732,6306
3694,5869
2569,5529
1178,4049
5675,5944
407,3744
1968,3597
3792,5339
585,4230
6042,6752
5609,6894
1482,5578
722,2049
268,4290
187,6149
949,6991
5136,5767
5734,5728
1205,2479
332,2043
1582,1982
2498,3111
81,6752
5505,5518
2016,2274
3284,4418
3144,5231
2039,6037
1799,3475
355,6700
1207,6320
3160,6346
235,5023
5125,6350
3181,3252
349,718
3130,7213
3723,6820
7457,5351
2818,3115
3123,6360
1275,3191
1813,2331
195,6089
457,1834
1537,4115
1551,2174
4829,5283
7,2498
212,2372
958,6807
6300,7322
589,2040
3144,3838
3157,6074
899,1591
1926,3127
364,2015
4020,4768
3894,5508
174,207
763,2951
1476,4884
500,843
1289,7093
3907,5763
1051,2217
3766,6788
4888,5181
5585,5944
2867,7135
6431,7127
3160,5471
1074,3572
3050,7021
2978,6467
4048,4876
2884,6332
3414,7396
958,5120
194,1617
344,1200
1472,5351
690,5002
1112,1257
5617,6752
1451,1777
3544,5910
4042,7090
6283,6486
3751,4724
5132,6774
4282,4958
1317,6991
3131,3350
3022,3147
2064,2524
1918,2959
1036,2116
7009,7039
939,6887
1417,5193
69,2083
5993,6794
1513,2236
6149,6283
2025,3182
5124,6663
3252,6331
1069,5822
627,3087
1681,3998
1537,1709
3055,4897
6427,6714
185,1453
2718,3282
950,6401
295,500
231,2244
66,601
6590,6913
5538,6608
7200,7258
146,1069
5581,6878
1191,3026
2736,5313
6442,6484
4367,7052
121,4853
5505,6632
238,3319
3095,6361
751,1834
258,5582
1420,6721
258,4262
415,6510
585,2955
5877,7317
121,5747
383,501
1020,1092
1189,3487
1127,5078
3172,6244
184,1890
633,4173
3996,6466
2485,3743
3580,4049
1323,1969
3347,3485
5417,5877
6963,7326
4661,6924
1177,4284
2890,7173
3109,5864
2433,7200
3275,4078
1095,1097
1033,1128
3113,7089
1649,2748
2596,2748
6157,6294
1766,2465
4389,4486
2793,5290
235,5751
763,764
111,1141
3129,7485
987,2346
6379,7153
1227,3100
3259,4684
5486,7322
6157,7497
731,3380
3418,4880
1807,7353
1319,1763
531,7326
342,6360
3284,4312
1953,2127
6109,7162
121,3050
3644,3902
1164,2701
3259,6212
1040,1415
5254,7275
3651,4435
1042,7092
1430,2424
2033,3377
2274,6973
3009,7127
1936,2244
2000,3717
253,2803
3284,6747
1186,1803
1232,1668
3224,6149
2527,6006
1318,1834
3157,5464
2244,2479
2241,2244
3103,5252
4198,7162
1281,1537
819,6226
1354,6718
112,6162
3384,4858
150,1265
248,3319
166,2274
3852,6998
2500,3469
6157,6449
1649,2283
1105,1510
5150,6247
187,7322
3275,5324
6738,6883
1829,3574
1807,5948
408,3952
258,3471
2664,2691
1543,4039
3135,6331
1356,5877
2160,5386
518,3150
4352,7153
3744,6663
3282,3946
3284,5416
5960,7171
1803,3294
4843,6965
500,1643
1803,3106
2091,3574
6109,6651
933,6622
271,6025
1443,5705
1661,1982
3953,4719
3150,3878
3406,3429
4111,5351
1067,1216
2259,3313
1259,3344
559,4835
628,3813
2669,5518
257,7442
2099,2616
3275,7383
4198,6651
1656,2410
662,2972
1356,2927
587,6929
559,3113
2731,3603
3675,6001
5026,5146
6054,6346
4602,6878
3319,6343
3972,5346
1261,3574
1179,6373
5518,7367
194,2784
3115,6079
3076,6636
1560,2081
4916,7142
3181,6360
1346,1509
5193,5946
2049,3528
4467,5714
1375,1569
1970,6894
3568,5313
2531,5747
1829,6870
3104,7094
2565,6346
1572,2333
1394,1509
2038,2531
3150,5393
3578,4053
4053,5007
3623,4056
195,2475
442,5655
413,3961
6456,7350
1476,3180
3193,7122
1103,3397
3384,3885
1669,2236
1376,3021
527,5786
1939,6463
727,3115
2486,6814
1236,1731
5136,5628
933,3130
1082,3528
2794,4338
1064,1818
3575,7173
1373,4115
5993,6069
1678,1918
5587,6360
927,7132
3080,3857
2405,4012
6287,6635
1820,4757
345,7184
2452,7376
2381,6028
4411,5857
1918,3507
3738,4083
1665,6491
149,4853
5479,6646
1803,4668
1834,4313
191,3438
2275,2677
1951,6264
149,5747
5996,6839
1045,2223
6422,7077
2656,5391
2634,6099
1074,5810
3696,4833
2451,3528
2313,5311
2030,5121
194,374
5649,7325
1918,5006
494,3033
902,1553
2398,3883
952,3698
1415,1900
1008,5586
2251,3045
1278,1773
2527,5656
2790,5554
289,6790
2270,3275
4014,6998
6418,7077
4492,5712
2616,3116
2866,6219
2672,3643
4982,5233
1806,4053
6350,6660
3313,3710
589,1210
3129,7016
2541,4237
1572,5428
3115,5193
215,2228
3144,3275
2959,6883
1343,5121
4614,6038
637,5812
3224,7322
2558,4286
312,4999
1753,2485
5857,6632
1142,1736
2491,6360
3204,6738
1024,2089
853,1355
1796,3174
2992,3545
150,5859
1069,2483
3008,3263
1240,2583
5857,6437
1803,4551
1360,3961
2684,3983
358,3484
5230,6807
2528,3024
846,6006
1270,2429
2101,4218
2241,5786
4013,7122
5060,6474
2837,5313
541,3604
1328,2843
2196,3485
1356,7333
2516,3599
3172,6982
3117,6862
1101,6012
4847,6346
5403,5756
342,6746
3150,4953
4906,6410
1205,3717
2272,2858
2826,5931
3651,6390
3055,6498
2531,4338
338,866
1668,2932
3892,4982
4168,6883
4346,6559
1060,1159
405,7478
998,1745
3150,3953
2564,6162
3696,5538
3252,6636
1625,2741
3336,7141
1497,5351
4775,6894
1348,2679
5136,7030
7473,7162
6286,6581
3095,7200
6756,6946
4477,5993
351,2979
1952,2280
2691,6332
2312,3205
105,6577
1205,1952
248,5875
2053,3115
867,7102
3769,5529
149,4338
2659,3319
2742,3626
764,3192
875,1482
2565,3022
4517,4936
2742,5993
3329,6497
2377,3144
2277,3611
3121,6360
3384,6663
161,442
3255,7248
106,2434
731,2998
2020,6613
813,7178
533,2128
345,963
531,3095
1596,2076
150,6723
6497,7238
2932,2897
6161,7245
5931,5952
931,3339
4068,7127
608,7127
5291,6591
511,2497
1205,2629
6261,7322
7450,6991
6700,7286
1949,2236
3773,6820
3127,3350
5363,7073
365,6884
235,1815
3021,3107
2030,2562
4078,4280
2380,7336
1811,2435
121,5202
1979,3205
1270,1787
1586,3248
2348,4012
961,1827
2133,5313
1086,2961
2718,4011
183,2485
6832,7382
4664,6696
3629,5747
512,6929
3,3202
750,7230
1599,2030
585,3953
3334,3451
731,3661
2274,5954
3859,7366
3124,3150
1200,1291
2742,4903
5653,6577
2038,2616
1918,7238
972,7173
4504,6986
2460,6031
445,7241
1317,2081
3025,5136
1482,2204
2498,4983
2498,2565
1413,1589
3535,4075
2101,2143
3391,6119
576,3438
1760,3562
118,1829
998,4100
1926,3156
156,7238
1383,1638
1007,1143
1113,4872
1008,1112
4757,6057
1285,5302
6602,6606
2037,2094
3412,3574
3156,3274
508,3110
4531,6584
3008,3192
8,4757
1417,4435
3008,3170
500,854
1585,1798
4932,7382
1768,3040
3859,6450
201,3493
4982,7108
1480,5908
175,5074
29,6043
840,1665
2172,3129
1034,5483
2761,4757
765,5750
6865,7224
1304,2771
1614,3157
853,4110
1270,2204
541,6814
712,2028
3104,5529
683,853
256,2835
4575,4849
150,6761
3190,4262
3881,7395
2199,6876
4019,4054
5322,5315
1420,3074
1064,7307
6533,6919
275,2684
1139,6249
1862,3667
2010,6190
517,1413
3275,5413
3686,5136
1701,3572
1227,1831
4223,6149
4928,7367
150,1719
3150,4353
2181,7006
1834,6466
2329,5943
2324,2727
541,810
5716,7024
407,3854
2558,4266
2184,4235
3329,3744
487,2039
1772,3758
1092,3781
314,1178
3754,4953
631,3962
230,1430
2118,2855
1989,4235
1537,7395
2734,2993
3173,6346
194,2036
1729,3502
1743,2116
616,3154
1410,2693
1402,3130
1332,1654
1794,6425
3306,3484
1045,1751
3626,4024
2396,7089
500,7226
327,7257
2821,4020
6913,7263
2258,5099
1227,5337
588,2809
3150,4349
3173,5471
1514,1850
6218,6746
3186,5249
4209,6700
5918,7163
3281,3259
37,508
2027,2260
4869,4961
6025,6453
2238,3334
3350,6738
1515,3001
7117,7382
2531,5202
3869,7058
652,5526
3050,3895
5470,5975
2166,7325
145,5576
2498,5416
3160,4042
853,2598
1417,6935
983,6354
1307,6933
1423,2101
2679,7027
6041,7156
3319,6754
1584,2561
4613,4823
2918,2951
3150,5161
3953,5818
3574,7300
1178,7092
5699,6331
1761,2286
2771,6004
1481,4147
6437,6746
1177,3106
3694,7091
1532,2855
1200,2071
1810,3686
1410,3149
1064,2403
1159,1629
3880,5793
384,1227
1659,3565
1984,3081
5993,6986
4796,6484
1748,5238
1205,2000
5857,6057
3850,4083
268,6404
2077,3758
2038,4214
2577,3350
2169,5805
670,3484
4669,6038
1725,3175
969,6467
735,4613
950,5446
3182,3773
3319,6788
2016,4029
3961,5475
1537,6348
3192,7200
1151,1584
2273,2828
1834,6370
3416,6584
2874,4602
166,1551
5476,7489
2482,5351
3441,3439
1482,2432
1042,2049
3115,4085
3150,5619
1523,6410
350,2098
998,2029
363,3157
3265,5942
5814,7341
7457,7349
1434,6246
335,2608
4613,5629
2456,2656
3643,6193
472,6972
1818,3890
4528,6061
3616,3977
627,1758
5797,7290
216,1308
1665,2019
5138,6608
1207,4249
4,5812
1486,3750
6670,7207
2951,3021
183,3696
55,1402
1895,2527
4274,5146
313,3938
187,7094
852,3926
286,7073
2498,3284
1347,5009
5355,5879
889,1311
828,3095
2282,4207
1270,2432
1177,1833
3170,3350
1647,6102
2255,6214
1479,1810
3496,4843
251,7022
7488,6780
5211,6667
1243,2030
20,6733
1301,1358
3311,7396
61,5136
4152,6670
4050,5359
1597,5387
3255,6746
333,3094
2379,7325
1227,1678
1603,1714
3464,7131
312,2828
2755,3252
928,7095
2274,7148
2407,3313
851,1420
228,5553
1351,4089
4705,5853
1476,1799
1803,3135
1387,3266
1253,2174
601,3043
3933,6006
3319,3685
1551,5717
1049,1846
1259,5850
4845,5602
1650,2228
2400,3399
5842,7256
6111,6298
6006,6716
783,2081
3257,7367
2189,6814
4130,6469
2402,3830
2030,3022
245,3150
3271,5864
998,2249
3109,6972
1840,4702
2167,3022
875,4757
3905,5960
1283,4008
930,2033
1685,2555
601,3118
1634,7397
3313,5683
2152,3425
6746,7200
4049,7176
1070,2789
241,6677
255,6601
3008,3067
780,2584
3026,7018
1659,2799
2091,3058
9,3274
2369,6858
16,5435
1407,1868
338,4020
3199,5324
3144,4503
3477,3717
3190,3371
3659,3923
3340,3574
3199,7348
1413,6748
1849,3150
1373,7395
1089,2395
1089,3591
822,4505
2565,3252
2664,6801
3744,7057
617,6331
2174,3307
1768,2984
797,1789
3384,6594
1177,1762
501,866
1700,6858
3313,6222
3076,6042
1803,3166
494,3282
1799,7097
1274,3275
3953,5240
1855,2616
1721,2123
361,4649
853,7400
3865,4005
2905,6389
4357,5512
2030,4569
2516,2887
3109,3854
6640,7107
1386,1430
7054,7127
2837,6590
144,6814
500,2592
1495,4317
5020,7009
2959,3696
1918,5976
6577,6921
2038,7090
3251,5420
2406,4108
1236,4862
1860,3544
2246,5290
3038,5478
3252,3394
537,1753
1082,1094
211,6502
5481,6331
3119,7324
4813,6405
3076,3280
7449,6360
16,3330
4734,4941
1301,1409
1069,2001
1404,7285
3124,5313
588,4365
4506,7126
576,6820
3439,4831
5317,6986
6439,7295
2027,6169
323,6727
303,1889
1137,1341
5868,6621
3846,5823
606,1537
5206,6277
933,5417
2081,7461
1110,1600
1173,1404
1177,4162
3994,7263
1782,2090
4911,5403
1184,2502
2535,6131
4526,6365
5374,7163
1317,1791
2754,4333
1918,6149
5967,6817
1314,4255
4019,5493
5050,6904
5360,6111
5633,6947
7434,3499
933,7223
2666,3211
1788,5708
2215,6006
1319,1348
2230,6307
2098,2163
3135,3157
2820,6706
616,3082
1086,7012
1532,3692
3702,5706
3953,4334
1019,6410
2548,5064
3744,5969
1803,2377
4124,6035
582,5939
4551,7478
1829,3577
5667,7190
1687,4132
1437,1834
752,3340
2301,3444
2133,6590
1736,1921
1163,3617
2965,4217
1649,1964
790,3744
943,7075
321,1729
3399,4689
819,4853
1065,1722
40,3399
7156,7266
3757,4044
3108,3651
4878,5855
1352,1685
1110,6018
626,629
5817,6038
4171,5892
989,1547
381,2338
5842,6235
1182,5293
1678,6752
408,6074
192,194
4120,5812
5181,6839
5526,5696
1659,3637
2274,7098
342,3259
178,7021
3266,6212
4494,5900
6066,7367
1879,2360
1970,3945
3334,5782
5650,6318
589,1903
6261,7094
3252,6042
2016,5814
6466,7216
1579,1644
1430,4030
2056,6807
3172,6954
6497,6581
4956,5649
1178,1454
1892,2043
1009,1159
1748,6509
2616,2895
2606,6550
1486,2091
2133,6466
432,1383
1756,2474
6132,6871
6277,7178
2360,3650
3150,5546
6061,7036
270,5704
933,6972
1540,1837
1906,2962
5756,5812
3125,4763
1463,4492
4594,4807
3118,3274
6113,7178
6054,6360
1953,2910
5002,6115
858,2576
4410,6991
4091,4794
1417,7317
1659,3613
208,6696
2030,6261
2043,3173
6833,7382
889,6739
2318,4146
5098,6053
3588,7307
3157,6320
2432,5975
3223,3295
1855,4214
6029,6240
1523,5351
1177,2036
3059,5403
1654,2428
2962,3667
370,383
1939,2803
3900,4168
1309,3309
4917,5008
287,1040
4315,5852
3157,3284
3050,3116
267,1259
2102,2222
998,2124
1330,2653
291,1486
3109,6627
2866,5303
3491,6899
4724,7368
3185,4815
5463,6114
1322,1621
4746,7254
4168,7266
3709,5920
3008,6626
1583,2596
1522,5166
954,5477
6497,7322
1756,1985
4418,7367
6074,6149
273,2734
1069,1717
4556,6466
3255,4189
6747,6752
4174,4346
500,786
2030,6287
2415,6149
2092,5747
5247,7189
6670,7266
1068,1818
183,6286
4843,6649
5498,5505
1054,1178
2160,2197
0,1652
763,2570
6464,6839
1177,3274
4997,5178
477,671
998,3360
2368,4869
3150,5861
5512,5861
1278,2317
1270,4320
510,2329
5351,5818
1313,6613
4571,6225
624,2858
2660,7307
1417,7299
2030,4966
2230,4873
1220,6282
48,1467
1803,6762
5552,7322
2737,3157
1322,1799
2738,2828
4035,4075
4424,6746
229,2905
1259,2754
336,3102
2164,2496
4468,6568
1714,1987
1242,1761
2092,3050
662,1921
1086,2136
2573,3058
4205,7396
2585,6712
4186,7213
483,2967
4439,6111
2664,2884
3,1082
3259,6708
1507,1935
5842,6698
2061,2498
1918,3138
1467,3375
2116,4364
610,2331
1269,1530
3744,5919
2853,3272
808,4978
3574,6519
2905,4720
6322,7034
2049,6311
1269,2370
3892,4613
383,6197
230,3953
5403,6045
646,919
1768,6368
1479,3047
1569,2502
1105,1696
3180,3689
4068,4479
1372,3021
1051,2539
6772,7410
3390,6806
2676,7021
6313,7162
4771,7301
415,2287
1383,3983
1803,2820
804,3274
1358,1523
1649,7036
3022,3378
6331,6676
422,3560
2377,4068
1237,2116
5826,6738
2575,6360
4580,5597
2116,5807
784,1417
5416,6752
2030,3107
3185,3382
2091,2528
483,2956
1889,5820
440,6162
525,662
1443,3050
3144,4577
4613,5233
1317,3310
1152,1388
3744,3952
3259,5505
1278,1324
1201,2803
1467,3869
3651,6401
3384,5969
1482,1640
6297,6627
6111,6614
2127,6088
1045,6719
1243,1803
2498,3994
1360,2684
3275,5831
5755,6991
750,7253
2374,4093
422,6789
178,765
5370,5856
3591,4596
3315,6991
1875,2076
1753,7009
3142,7094
3099,6670
735,6972
1400,1936
3129,5852
2963,6504
531,7319
217,7226
4788,5887
1981,2093
2078,5351
2038,2245
1495,3539
1492,5810
4714,5609
662,1355
2994,4274
568,4192
3532,7336
1317,1809
1430,1823
183,2582
1810,3173
494,4011
4739,5850
2804,6571
2176,6152
3717,6135
3470,5493
2498,6111
1918,2548
418,5660
1438,3275
3744,6625
5351,5363
6001,6350
1383,5946
4967,7034
4168,5124
3067,6360
7339,7382
3696,7053
3266,4980
1754,6728
2389,6990
1482,6629
2050,3173
3698,6673
5364,7009
415,5947
1659,2097
267,4998
2516,7449
3076,3123
1227,5777
174,1255
1379,1410
5378,7263
1829,1839
1000,2191
4766,6427
1657,5964
5360,7406
7189,7391
529,2275
3076,5130
1683,4029
5354,5493
3066,4797
5444,6746
1087,1595
1757,2895
2742,6555
4168,6286
3150,4937
2485,6883
1189,4062
1278,1713
5532,7162
1464,5823
1647,2336
438,1330
3260,6346
6670,7243
933,3115
2616,3160
3413,7049
1546,2866
1290,4165
1177,4507
29,1387
3115,7317
938,7092
2037,3050
5652,6409
2326,3783
2368,3274
1690,4044
4288,6913
310,1417
831,5877
2963,5978
268,1300
3303,3486
1633,5483
3182,3524
2097,3578
4189,6166
3390,5010
3343,3997
5524,5711
1841,4102
1659,6048
3475,3689
3110,3284
866,3560
3274,7125
5053,6750
2180,7465
3107,3252
668,3979
1586,6439
1809,6590
2754,3971
1942,5832
266,3119
7445,3356
1445,5188
2498,6038
3144,4269
3252,3258
3274,5342
3209,7009
4968,5240
1691,5851
998,1713
1366,2076
2484,7123
2030,5414
1855,6538
2289,6718
1476,2774
2774,5558
23,2038
2064,4156
2528,4301
5342,6752
5829,7127
1089,5188
593,3115
5752,6830
524,3275
5243,7009
617,750
4016,5351
3150,6987
1486,6545
150,6690
2313,5366
1074,1513
2727,3184
3115,7299
3144,4361
133,3971
716,6354
2156,5482
974,3651
589,2776
2604,4876
2463,3370
183,2030
855,7268
3989,7073
3173,6360
1975,6553
4680,5857
2455,3115
622,4644
7442,5665
1482,1860
2455,6627
2918,3008
2301,2325
742,2360
3186,3923
3018,6121
1356,4613
5012,7325
3275,4333
3124,6590
1986,3611
133,1834
2924,5252
3138,3252
662,4110
3021,3111
1581,3334
1811,4033
3003,7488
3832,5667
2449,6991
519,3032
447,3961
5604,7077
3082,6111
1039,3269
1834,4865
1543,3190
541,2454
1938,3697
172,7430
2336,3318
3115,3651
1112,1838
1407,2564
2429,5649
1206,3284
270,2176
1764,4869
1855,3119
3106,3157
2030,6360
1166,2371
1575,3144
1076,2083
5518,6043
5848,7127
268,1220
3274,5903
1818,7066
1534,2545
2672,6929
511,2664
3104,6825
3837,7475
4866,7367
497,1635
2948,5877
1718,5317
1754,3076
3989,5096
1242,1537
456,5263
103,5696
4236,7089
3626,6839
3495,7190
664,725
2355,2794
5581,6332
4783,6341
3980,6466
121,3886
600,1659
2116,2727
6111,6663
599,4933
258,848
7430,1466
3284,3795
4235,7073
3109,5193
1413,3916
3878,6965
1500,3374
6390,6627
671,5527
5579,6269
5468,6403
3284,5214
2981,7126
1312,3586
5505,6747
2268,3026
3142,5529
933,1402
3648,4816
780,6712
3740,5041
2829,4410
1247,2367
1074,1079
607,5477
1537,1979
384,1372
6054,6718
1270,1902
2065,3454
3068,3227
710,3486
174,749
4976,5463
1454,6718
1069,1367
541,1261
1301,2806
1919,2230
1661,2765
3157,3994
3274,6346
3174,3190
3892,6038
1560,2013
4742,6269
1328,2776
1497,2015
2727,5275
1473,1592
2496,5794
4309,6735
